comic_id,vw_0,vw_1,vw_2,vw_3,vw_4,vw_5,vw_6,vw_7,vw_8,vw_9,vw_10,vw_11,vw_12,vw_13,vw_14,vw_15,vw_16,vw_17,vw_18,vw_19,vw_20,vw_21,vw_22,vw_23,vw_24,vw_25,vw_26,vw_27,vw_28,vw_29,vw_30,vw_31,vw_32,vw_33,vw_34,vw_35,vw_36,vw_37,vw_38,vw_39,vw_40,vw_41,vw_42,vw_43,vw_44,vw_45,vw_46,vw_47,vw_48,vw_49,vw_50,vw_51,vw_52,vw_53,vw_54,vw_55,vw_56,vw_57,vw_58,vw_59,vw_60,vw_61,vw_62,vw_63,vw_64,vw_65,vw_66,vw_67,vw_68,vw_69,vw_70,vw_71,vw_72,vw_73,vw_74,vw_75,vw_76,vw_77,vw_78,vw_79,vw_80,vw_81,vw_82,vw_83,vw_84,vw_85,vw_86,vw_87,vw_88,vw_89,vw_90,vw_91,vw_92,vw_93,vw_94,vw_95,vw_96,vw_97,vw_98,vw_99,vw_100,vw_101,vw_102,vw_103,vw_104,vw_105,vw_106,vw_107,vw_108,vw_109,vw_110,vw_111,vw_112,vw_113,vw_114,vw_115,vw_116,vw_117,vw_118,vw_119,vw_120,vw_121,vw_122,vw_123,vw_124,vw_125,vw_126,vw_127
0,0.0,0.040318536570729355,0.003153220367262299,0.0,0.0,0.0008774500460876925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05922836139360056,0.0075011340360006135,0.0,0.0,0.0,0.0032778279001800916,0.0,0.0011364275610114118,0.0019463114038155624,0.0,0.0,0.11605782616720627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009474337834250128,0.0,0.0,0.0847657721088288,0.0004164090661047052,0.0,0.0,0.0,0.0,0.0,0.0,0.24947943839391584,0.0,0.0,0.00114605009785489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010182375272040944,0.0,0.0011647337077028874,0.0,0.0,0.0,0.001438864460089828,0.0,0.0,0.0,0.0,0.0,0.0,0.04808125972975851,0.0,0.06567797745173289,0.0,0.0011367491067767485,0.0,0.003105540641659111,0.0007687116879542804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025322582141837995,0.010534766085244906,0.0,0.0,0.0034784451166771702,0.0,0.0008187631791504443,0.0,0.0,0.003578896795317908,0.0005837986317946286,0.009316621924977333,0.0009073787956878608,0.0007853085469865612,0.018044815564681398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048412874178367656,0.0,0.0007936394204916123,0.0,0.0012405803125050375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039424790317608863,0.0
3451,0.0029193253076962404,0.0,0.0,0.0,0.0035216391824848784,0.001517358366991424,0.0,0.005392753053680639,0.0,0.0,0.003470163668692949,0.002802704449368173,0.0,0.0,0.0,0.0,0.0,0.001329319106793866,0.00566828802627828,0.0,0.0,0.0,0.0,0.0018544635598268223,0.011149815712196306,0.003162578019929183,0.0010775096675876821,0.0014304305122215147,0.0014890502863210478,0.0,0.0,0.001118688952972107,0.0,0.0,0.008191899840111299,0.0,0.0052974190761137996,0.0,0.0007200886060263686,0.002178595317223523,0.0021619290545747626,0.0,0.012092857135694076,0.0074809054875372635,0.011506718713182144,0.0,0.004975037980711242,0.0019979745344304717,0.003963687078768846,0.01398538946685455,0.0,0.0028317444759567855,0.03507277988834549,0.003470163668692949,0.0,0.002296688464100504,0.0,0.0,0.0,0.004960612046814032,0.0017608195912424392,0.005407004011554086,0.0020141527652541647,0.0,0.0015781628936684718,0.017660544250314943,0.0,0.0,0.0023308982444757583,0.0014596626538481202,0.0,0.0,0.0,0.0,0.0,0.0,0.005152976185866807,0.0,0.0,0.0026851774056334305,0.001329319106793866,0.015293345442843956,0.0,0.001595082418454185,0.0,0.0,0.0,0.003480532417294192,0.0014596626538481202,0.00420405667405226,0.0016992606047604394,0.0,0.0,0.0,0.0,0.01769183554580166,0.003037190145311658,0.014440815614256974,0.003028656990359979,0.00805553221690029,0.0015691136080127096,0.0040740592575711655,0.0044577957945898,0.006585936022110408,0.0,0.003337472856681434,0.0040740592575711655,0.0,0.0,0.006285337172418601,0.0,0.0,0.0011324838711963459,0.0022626892067834966,0.0024600498997266215,0.004117278540561458,0.0,0.008581251664399485,0.0,0.015614153203678314,0.0,0.0020141527652541647,0.002112229811985934,0.0,0.0,0.0014596626538481202,0.000681765711017214,0.004834722142731933
3452,0.0,0.0,0.0,0.0068188418792297124,0.0,0.000356677746007075,0.01049995743383753,0.005070588585538679,0.0031380913613472186,0.0,0.0032628551897840195,0.007246992933366276,0.0,0.0,0.006098324553943356,0.0009016086957082113,0.01169971896132551,0.0012499052380763106,0.0,0.0022258245487324162,0.0027717025449083524,0.0,0.0,0.0017436774250839213,0.0,0.0,0.0,0.0006724881109405043,0.0014000940354499205,0.0013409649838375412,0.0,0.0005259290921764971,0.0,0.001144680296643139,0.0,0.0,0.0,0.0,0.0,0.002048445467103676,0.002032774851314452,0.0008986832978363002,0.0025267614909790796,0.0,0.0,0.0,0.008186198859170317,0.0009393075083945854,0.002795171537365563,0.0,0.002637747843982295,0.0,0.0011777686752858134,0.0016314275948920097,0.002218467209947298,0.0,0.016025524153003946,0.0006115293199253171,0.0022309248002420844,0.0,0.002483441657258817,0.0,0.02367283444876648,0.00918839482646538,0.0014838830324882773,0.0,0.0,0.001376668674498931,0.01862902311234262,0.003431155069435192,0.0032152125620632456,0.008186198859170317,0.004076266446413206,0.0,0.002306951767255366,0.0,0.0012112840125219379,0.0,0.0,0.0,0.0012499052380763106,0.00319549266973132,0.014892608961011378,0.0014997917804686104,0.014846304986437473,0.009262212575295893,0.0008486124986790605,0.002727170422208869,0.003431155069435192,0.0006588175393969341,0.00319549266973132,0.0,0.0014139653526233174,0.02523537567864952,0.0026625753254450814,0.0009241622608340839,0.0007139369042875455,0.0,0.0009492414116972403,0.0025247642099722124,0.0,0.0,0.0,0.0,0.004146916500139053,0.0007845228403368047,0.0012768912997755514,0.0024057290955676633,0.0,0.0014774623742958013,0.0016266064379545024,0.0,0.0,0.0,0.0,0.0,0.0006384456498877757,0.0,0.051875707598318464,0.0,0.007574292629916638,0.0,0.0,0.018403079035289458,0.0,0.0013724620277740767,0.0012820737007180857,0.02954831480999542
3453,0.0026072263849984513,0.0041512177456047,0.006493144572059866,0.001439284058938289,0.006290296302925292,0.0045171359280501274,0.0,0.0,0.0,0.001789325485282467,0.0,0.004171788695194402,0.002953522304188618,0.003587166624651118,0.0038616035415595263,0.0011418399600252017,0.0,0.0007914695997687163,0.016874344288756064,0.0009396298807697151,0.0029251794950375977,0.006011797395338201,0.0,0.0011041378431863645,0.0,0.011297893847510173,0.0032077179248909617,0.0017033415967900932,0.0008865727033687818,0.0,0.0,0.001332123029525996,0.0,0.0014496773493671332,0.00487741404953995,0.002425673439540727,0.003154055436765124,0.012834600749837178,0.0017149478643522728,0.0012971241855837421,0.0,0.0,0.0,0.002227045877046455,0.005709199800126009,0.016054083926253217,0.0,0.0011895835221444584,0.0035399376377820454,0.0013878045468753693,0.002227045877046455,0.005058017271199126,0.008949492236546806,0.002066117184320473,0.0,0.0,0.0,0.00619575758345387,0.0,0.0009845074347295394,0.0010483827171542154,0.0032193017305634525,0.0035976478668849057,0.0,0.0,0.0015021421566292317,0.005925849684317318,0.00174347842000687,0.0,0.0026072263849984513,0.0,0.0,0.0,0.004500428916092827,0.0,0.0,0.006136109800275606,0.0,0.0,0.0047962214844044495,0.0,0.0010117308205974986,0.0,0.002374259191942496,0.0,0.0,0.0032241691972839303,0.0013815271217768612,0.003476301846664602,0.008343577390388804,0.0,0.0016205975432181563,0.005372138099605037,0.0,0.0,0.00585201431613688,0.00180832702730727,0.009826269271355308,0.00240432857568051,0.03037606940122818,0.0009342419837180936,0.0016171156263604844,0.03450392600220329,0.0013070772149144558,0.0,0.0009935568866107558,0.0008085578131802422,0.0,0.0019308300414788183,0.0,0.0010300057214021109,0.0,0.008091299237626524,0.00673596622414166,0.0007323503813330897,0.0,0.0008085578131802422,0.006386540095626262,0.0011135229385232275,0.0,0.0,0.0035976478668849057,0.0025152210261148293,0.0016647522153633556,0.0018358205870420224,0.003476301846664602,0.0008118394321981299,0.0
3454,0.0006604973508662744,0.0,0.009869579749530996,0.0021877117695861996,0.003187083460148815,0.0017165116526590485,0.0009187462754607838,0.0,0.003020412935296698,0.0027197747376293503,0.006280996240334238,0.003170559408347746,0.00374112825197225,0.0027262466347348496,0.00586963738317048,0.0008677983696191533,0.0016087113571822578,0.0,0.0,0.001428237418769967,0.004001645549211434,0.0030459773469713554,0.0027721194814053413,0.009230592369038008,0.0,0.0,0.0034130118720839837,0.0,0.0020213857636808227,0.009034751578605435,0.0027549861507564144,0.0040496540097590275,0.0066985441480158356,0.003305264356557064,0.0029654677421202904,0.0024580157520679366,0.0035956231979122413,0.0039017186279505026,0.0016292004711346592,0.0009858143810436441,0.00097827289719508,0.00043249133708371946,0.002432007935067364,0.002538832299832959,0.00260339510885746,0.0,0.0022512046862718372,0.003616333907319154,0.0008967842015714516,0.003164194366875842,0.002538832299832959,0.006406821876852227,0.0045344093998503825,0.0015702490600835596,0.0021352746895742744,0.0051962576500273906,0.006610528713114128,0.005885969704281177,0.004294530240466012,0.0029929026015778,0.0015935417300744076,0.003670003972842336,0.003645616505110038,0.0017687660040945855,0.002856474837539934,0.001141628039038216,0.0011259114400202904,0.0013250435992052212,0.005273657278126404,0.0026419894034650977,0.002063094727323916,0.0022512046862718372,0.0026156043031151407,0.0,0.0022204410759832896,0.0,0.0,0.0008895061760528058,0.002283256078076432,0.0024300855520982545,0.0018045506874726732,0.0023067462709622966,0.004095467464278129,0.0014435495887010375,0.002041366935635153,0.0,0.0036755528849036806,0.0010499606125504146,0.0006604973508662744,0.005707006935025942,0.0023067462709622966,0.0012316541328457988,0.0034023541297498574,0.0022080953718818332,0.0025627287507408907,0.0008895061760528058,0.0034358213518838132,0.004667477903893772,0.0022841121468964846,0.009720342208393018,0.0010650358614386266,0.0018435118140509524,0.002017152597051885,0.001986757366669973,0.003991407131383839,0.0007551032338241745,0.0018435118140509524,0.0023155142544838757,0.0,0.0,0.003131217393062417,0.0028983651506397463,0.005124489517163466,0.005119334330347662,0.0022263451592525927,0.0031051142326734334,0.0012290078760339683,0.0038830163781407674,0.006770219466221223,0.0014130808649328874,0.006075213880245636,0.006379828883942567,0.0019115679798472705,0.005060846734704602,0.0,0.003962984105197646,0.002159492889647026,0.0021877117695861996
3455,0.0,0.011868058257026604,0.0030939121471884002,0.0,0.006993600069292071,0.0025828388503960605,0.0,0.0,0.0009468379107513159,0.0,0.0,0.0,0.0009382139816858306,0.010255473234112288,0.0,0.0,0.0,0.0,0.009648527894260522,0.001790893315072059,0.002230105495903272,0.0,0.0,0.0,0.006326384463659972,0.02512217148119295,0.0012227539174505986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009296137122634138,0.0,0.01052010966996267,0.004892437151035113,0.0004085769206607296,0.0,0.0024533489584829594,0.0,0.0,0.006366977554440023,0.01414592953611159,0.01835902763729522,0.0,0.001133646992890017,0.0,0.003967641839342749,0.0,0.0008033632447463607,0.031271788964485396,0.017720679047964934,0.0,0.0026062734294808225,0.0013815107028451678,0.0014761052549921447,0.0,0.002814641945057492,0.00599451434510749,0.0015339619531211436,0.0,0.0,0.0008954466575360295,0.0014315085129005844,0.005647204714835313,0.0,0.0,0.0008282098443464256,0.0,0.0,0.001639877306028301,0.0,0.0,0.004957127307063514,0.02046652297019826,0.002230736491668478,0.0,0.012188516875727922,0.0,0.028924718131188677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015902492330270824,0.0,0.0,0.0008532549541692432,0.0,0.0,0.007807577720839674,0.0017232959758664893,0.01872843798427595,0.0,0.024377033751455845,0.00044515605493777497,0.0015410757066256656,0.022764104543532244,0.012456159038683216,0.0,0.0,0.0,0.0,0.0,0.0,0.0009815728504897858,0.0,0.0019277076553592975,0.0025676912001743753,0.0,0.0015574240665446686,0.0,0.004868986054095006,0.0,0.019490770550798446,0.0,0.0,0.0035954256674243334,0.0,0.0052484902049602655,0.0,0.0003868325821132155,0.0
3456,0.0054287453495858165,0.0,0.0,0.0,0.010914669384071284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004099866577503835,0.0,0.0,0.0023775297797785024,0.002203714187920901,0.0,0.0,0.0009782448073766897,0.0006090784701996094,0.0,0.0037974239471306043,0.002299026741977088,0.00691135836954634,0.031365842279845596,0.004675358728882168,0.0017733419363842066,0.0018460143960555456,0.0,0.001886976815586585,0.0020803017173419663,0.0,0.0015092531308479743,0.011171282590179174,0.003367144865846488,0.008209185383361281,0.0,0.00044635629346155044,0.0,0.0013400998591713426,0.0,0.0008328794298175905,0.010433557396573803,0.007132589339335507,0.0033427681599869715,0.0015419210179944088,0.004953882064820759,0.002456943018003977,0.00433451283133677,0.0,0.0061435278271185735,0.012423039451644882,0.027963339426145577,0.0,0.0,0.0,0.0008062972197645448,0.0,0.004099866577503835,0.0010914669384071284,0.0,0.0,0.0,0.0,0.00781937013039874,0.0046270333151518786,0.001815128218089344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007985348370221678,0.0024370032220624813,0.0,0.014979979430742665,0.0,0.006319852797156977,0.0,0.0009887325950007106,0.0,0.0,0.0005594448835469834,0.0,0.0,0.0034745856529838307,0.001053308799526163,0.0,0.0,0.0,0.0,0.007311009666187444,0.002823962754972997,0.017902654973839124,0.0012515682996693065,0.014979979430742665,0.002431588724745723,0.000841786216461622,0.02901383872471889,0.00816475630138345,0.0,0.001034387991539965,0.001683572432923244,0.0,0.0,0.0,0.0010723347236515127,0.0,0.0014039697307297165,0.0,0.0007624469723467782,0.0034028649125188307,0.0,0.003989400388500788,0.0,0.01935727212236832,0.0,0.003745496409359628,0.005237172547526768,0.0,0.003822530537402567,0.0009047908915976362,0.001267804044802559,0.001498432718894657
3457,0.00238017063375234,0.0,0.0,0.005255764011017896,0.0009570821201648094,0.005360877233529761,0.0,0.0,0.0009070309115005099,0.0016334983409185286,0.0,0.0,0.0,0.0,0.003525307737639928,0.0,0.0019323860146333426,0.005057799724648134,0.0,0.002573400754540481,0.004806781440494215,0.00365883164801364,0.003329873250937347,0.001007981694680645,0.003030205171032329,0.0034379977273704633,0.0017570202687691033,0.003887506347028441,0.0,0.0,0.0033092926735812786,0.00425639310335033,0.0026820997589652993,0.0,0.004452654267447883,0.004428857210933219,0.0,0.002343374551321623,0.003522595613264128,0.002368322837342088,0.002350205158426619,0.0036365637952985425,0.002190998139700328,0.0,0.003127201331960913,0.0,0.001352074886649752,0.003257958475062301,0.0032316547804376633,0.0,0.004066197877610344,0.0030783528537428116,0.0,0.0018861850571574288,0.0,0.0,0.00132342917179462,0.0028280935516065715,0.007737892325163987,0.006291386850163544,0.005742492720988856,0.0,0.0043791189250571025,0.0,0.0008578002515134937,0.002742649943635354,0.002704892348397094,0.0015916439630092748,0.0025338893828835574,0.0,0.001239095932326676,0.002704149773299504,0.006283734061537875,0.0,0.002667196487667615,0.0,0.001400433467930769,0.007479331210053623,0.006856624859088385,0.0,0.0007225428178068762,0.002770866391546302,0.004919480437571326,0.0013004951249558896,0.0,0.0017847606814258852,0.005396207104963695,0.0,0.00317356084500312,0.0076169595395741635,0.0018472442610308682,0.0,0.01144335322918871,0.0,0.0030783528537428116,0.0,0.0008254225469991142,0.006727896077684717,0.002194942603624249,0.005838043368404215,0.0004264407853608115,0.0014762857369777396,0.00726901836775454,0.0,0.002397241520350654,0.0009070309115005099,0.0014762857369777396,0.005562797007769071,0.0017626796775061886,0.003416354439062363,0.004701527617210837,0.005222279550702246,0.0049244343708477745,0.008609090765749821,0.002674288479582694,0.0029838935569234193,0.0059051429479109584,0.0,0.005082747347012931,0.0,0.0,0.0021895594625285513,0.0011480888767851473,0.006079095176822344,0.0,0.00079339021125078,0.0025939854530294603,0.001313941002754474
3458,0.0,0.08318070962944257,0.007434711675729564,0.0,0.0,0.0002586081585927003,0.0,0.0018382077263958488,0.0,0.002048794529287646,0.0,0.0,0.0,0.1909912896650403,0.005895429888934569,0.0,0.0,0.0009062401443679464,0.011592769861653885,0.0,0.0,0.0011472607709873278,0.0,0.0018963723408398578,0.13872176554166646,0.002156032473096731,0.0007345734457000771,0.0,0.0,0.0,0.0,0.0,0.0,0.0008299471077356092,0.0,0.0,0.0,0.06906997194488648,0.0009818157264841637,0.0007426097032343835,0.0,0.0,0.0009160105216826231,0.0,0.0,0.12315991766852188,0.0,0.0,0.0,0.0,0.0,0.0,0.0017078754801696354,0.0,0.0,0.0,0.0,0.00044338754834509806,0.0,0.0,0.0006002040414592872,0.0,0.0,0.0,0.0,0.0008599834569026109,0.0012722163164071078,0.0009981496039210705,0.0,0.0009950995869925038,0.0,0.0,0.000985161696088565,0.05668336834431042,0.0,0.2382408453413576,0.0008782379375159059,0.0006700611495689685,0.0008599834569026109,0.004576432301503304,0.0,0.0017376619743595455,0.0,0.0002718549131263724,0.0,0.0,0.0,0.0,0.0009950995869925038,0.0038213898707016142,0.0,0.0,0.0005125957257626903,0.0,0.00048262311690035604,0.0,0.0005176378684570716,0.0,0.0,0.0036611458412026433,0.0,0.000462903154815054,0.004558536942490135,0.0,0.0,0.0,0.0,0.0,0.0,0.0010712297817398935,0.0,0.0,0.0003860255756808637,0.013111666081493068,0.00041927404129050706,0.0,0.0,0.0,0.0,0.0,0.0009152864603006608,0.0,0.0,0.0,0.0010510159293046608,0.0,0.0006971728457294675,0.0008239969000324668
3459,0.0038475573836870354,0.0,0.0,0.0,0.0,0.003333032335260288,0.0,0.0,0.0014662198715032512,0.007921673993095195,0.003049027301133125,0.0036938556213760147,0.004358596021715243,0.010587365571785823,0.005698677071039301,0.0,0.0,0.0023359879449484445,0.0,0.0013866382706504534,0.004316769740249659,0.005914519120332728,0.0,0.0,0.0097966827374152,0.00555754001560371,0.0,0.0037705037288169054,0.0013083403001170372,0.0025061724212497734,0.0,0.0,0.0,0.0,0.010076832133418461,0.0011932115301300662,0.004654528411536882,0.0037880763378160213,0.0037961952725467786,0.0019142026816381438,0.0,0.0008397890040460572,0.0,0.0016432571519954425,0.008425226889506343,0.01895317092652807,0.0021856356177396476,0.0017555018967568708,0.0017413285467406823,0.002048022243932584,0.0016432571519954425,0.0024880861657678548,0.00880467844631142,0.003049027301133125,0.0,0.0,0.0,0.0011429067386953741,0.0,0.0014528653405717475,0.0,0.0,0.00530915025016025,0.0,0.0,0.008867013895442455,0.006558707417593925,0.0,0.0,0.002565038255791357,0.0,0.0,0.0,0.01328281932516718,0.0,0.0,0.0,0.0051815893750648875,0.0,0.01651514452882309,0.0035039819174226667,0.0059721586303230975,0.0,0.0028030089100991016,0.0,0.0,0.0039649977183426974,0.0010193792354858393,0.0038475573836870354,0.004925140828501352,0.0,0.0,0.007927815447960833,0.008575127657793526,0.0012440430828839274,0.0034543929167099247,0.0,0.005437838334633521,0.0,0.01651514452882309,0.0013786871992733031,0.0011932115301300662,0.017625605216958218,0.0,0.0,0.0029324397430065025,0.0023864230602601323,0.002248072091731918,0.0,0.0,0.0,0.002813946748193928,0.003980186032748322,0.007952364008307046,0.005403750386535419,0.002411739209843443,0.0023864230602601323,0.0075398376274578,0.0,0.0027438463396755094,0.0,0.0,0.0,0.00491344343175204,0.0,0.002565038255791357,0.0017970814615647925,0.0021239920093069895
